SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2015-10,Oct-2015,PC,Percentage,0,Units,,,7.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2015-11,Nov-2015,PC,Percentage,0,Units,,,7.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2015-12,Dec-2015,PC,Percentage,0,Units,,,7.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-01,Jan-2016,PC,Percentage,0,Units,,,7.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-02,Feb-2016,PC,Percentage,0,Units,,,7.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-03,Mar-2016,PC,Percentage,0,Units,,,7.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-04,Apr-2016,PC,Percentage,0,Units,,,7.15,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-05,May-2016,PC,Percentage,0,Units,,,7.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-06,Jun-2016,PC,Percentage,0,Units,,,7.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-07,Jul-2016,PC,Percentage,0,Units,,,7.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-08,Aug-2016,PC,Percentage,0,Units,,,7.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-09,Sep-2016,PC,Percentage,0,Units,,,7.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-10,Oct-2016,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-11,Nov-2016,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2016-12,Dec-2016,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-01,Jan-2017,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-02,Feb-2017,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-03,Mar-2017,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-04,Apr-2017,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-05,May-2017,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-06,Jun-2017,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-07,Jul-2017,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-08,Aug-2017,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-09,Sep-2017,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-10,Oct-2017,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-11,Nov-2017,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2017-12,Dec-2017,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-01,Jan-2018,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-02,Feb-2018,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-03,Mar-2018,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-04,Apr-2018,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-05,May-2018,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-06,Jun-2018,PC,Percentage,0,Units,,,6.45,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-07,Jul-2018,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-08,Aug-2018,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-09,Sep-2018,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,6.5625,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,6.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,6.0,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,5.72,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,5.65,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,5.4,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,5.4,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,5.4,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,6.75,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,6.56,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,6.5,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2020-05,May-2020,PC,Percentage,0,Units,,,6.25,,
IRSTCI,"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",IND,India,M,Monthly,2020-06,Jun-2020,PC,Percentage,0,Units,,,6.0,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2012,2012,PC,Percentage,0,Units,,,8.259556,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2013,2013,PC,Percentage,0,Units,,,8.109959,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2014,2014,PC,Percentage,0,Units,,,8.586291000000001,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2015,2015,PC,Percentage,0,Units,,,7.776180999999999,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2016,2016,PC,Percentage,0,Units,,,7.2059169999999995,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2017,2017,PC,Percentage,0,Units,,,6.92425,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2018,2018,PC,Percentage,0,Units,,,7.704333,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,A,Annual,2019,2019,PC,Percentage,0,Units,,,6.992999999999999,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2012,2012,PC,Percentage,0,Units,,,8.402875,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2013,2013,PC,Percentage,0,Units,,,8.644139,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2014,2014,PC,Percentage,0,Units,,,8.668041,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2015,2015,PC,Percentage,0,Units,,,7.677819,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2016,2016,PC,Percentage,0,Units,,,6.4414169999999995,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2017,2017,PC,Percentage,0,Units,,,6.154333,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2018,2018,PC,Percentage,0,Units,,,6.560958,,
IR3TIB,"Short-term interest rates, Per cent per annum",IND,India,A,Annual,2019,2019,PC,Percentage,0,Units,,,5.834667,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2011-12,Dec-2011,PC,Percentage,0,Units,,,8.56,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-01,Jan-2012,PC,Percentage,0,Units,,,8.235,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-02,Feb-2012,PC,Percentage,0,Units,,,8.1925,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-03,Mar-2012,PC,Percentage,0,Units,,,8.374,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-04,Apr-2012,PC,Percentage,0,Units,,,8.5875,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-05,May-2012,PC,Percentage,0,Units,,,8.565,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-06,Jun-2012,PC,Percentage,0,Units,,,8.204,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-07,Jul-2012,PC,Percentage,0,Units,,,8.096666,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-08,Aug-2012,PC,Percentage,0,Units,,,8.196,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-09,Sep-2012,PC,Percentage,0,Units,,,8.175,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-10,Oct-2012,PC,Percentage,0,Units,,,8.1475,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-11,Nov-2012,PC,Percentage,0,Units,,,8.204,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2012-12,Dec-2012,PC,Percentage,0,Units,,,8.1375,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-01,Jan-2013,PC,Percentage,0,Units,,,7.8725,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-02,Feb-2013,PC,Percentage,0,Units,,,7.8375,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-03,Mar-2013,PC,Percentage,0,Units,,,7.91,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-04,Apr-2013,PC,Percentage,0,Units,,,7.83,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-05,May-2013,PC,Percentage,0,Units,,,7.502000000000001,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-06,Jun-2013,PC,Percentage,0,Units,,,7.4025,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-07,Jul-2013,PC,Percentage,0,Units,,,7.725,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-08,Aug-2013,PC,Percentage,0,Units,,,8.328,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-09,Sep-2013,PC,Percentage,0,Units,,,8.6025,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-10,Oct-2013,PC,Percentage,0,Units,,,8.5725,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-11,Nov-2013,PC,Percentage,0,Units,,,8.862,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2013-12,Dec-2013,PC,Percentage,0,Units,,,8.875,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-01,Jan-2014,PC,Percentage,0,Units,,,8.764,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-02,Feb-2014,PC,Percentage,0,Units,,,8.8125,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-03,Mar-2014,PC,Percentage,0,Units,,,8.8375,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-04,Apr-2014,PC,Percentage,0,Units,,,8.9875,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-05,May-2014,PC,Percentage,0,Units,,,8.752,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-06,Jun-2014,PC,Percentage,0,Units,,,8.6325,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-07,Jul-2014,PC,Percentage,0,Units,,,8.655,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-08,Aug-2014,PC,Percentage,0,Units,,,8.56,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-09,Sep-2014,PC,Percentage,0,Units,,,8.4925,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-10,Oct-2014,PC,Percentage,0,Units,,,8.402000000000001,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-11,Nov-2014,PC,Percentage,0,Units,,,8.185,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2014-12,Dec-2014,PC,Percentage,0,Units,,,7.955,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-01,Jan-2015,PC,Percentage,0,Units,,,7.794,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-02,Feb-2015,PC,Percentage,0,Units,,,7.7325,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-03,Mar-2015,PC,Percentage,0,Units,,,7.8225,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-04,Apr-2015,PC,Percentage,0,Units,,,7.836666999999999,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-05,May-2015,PC,Percentage,0,Units,,,7.852,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-06,Jun-2015,PC,Percentage,0,Units,,,7.8075,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-07,Jul-2015,PC,Percentage,0,Units,,,7.816,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-08,Aug-2015,PC,Percentage,0,Units,,,7.785,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-09,Sep-2015,PC,Percentage,0,Units,,,7.7325,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-10,Oct-2015,PC,Percentage,0,Units,,,7.598,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-11,Nov-2015,PC,Percentage,0,Units,,,7.745,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2015-12,Dec-2015,PC,Percentage,0,Units,,,7.7925,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-01,Jan-2016,PC,Percentage,0,Units,,,7.667999999999999,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-02,Feb-2016,PC,Percentage,0,Units,,,7.72,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-03,Mar-2016,PC,Percentage,0,Units,,,7.585,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-04,Apr-2016,PC,Percentage,0,Units,,,7.436,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-05,May-2016,PC,Percentage,0,Units,,,7.28,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-06,Jun-2016,PC,Percentage,0,Units,,,7.5025,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-07,Jul-2016,PC,Percentage,0,Units,,,7.352,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-08,Aug-2016,PC,Percentage,0,Units,,,7.1425,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-09,Sep-2016,PC,Percentage,0,Units,,,6.864,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-10,Oct-2016,PC,Percentage,0,Units,,,6.7825,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-11,Nov-2016,PC,Percentage,0,Units,,,6.6125,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2016-12,Dec-2016,PC,Percentage,0,Units,,,6.526,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-01,Jan-2017,PC,Percentage,0,Units,,,6.7925,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-02,Feb-2017,PC,Percentage,0,Units,,,6.98,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-03,Mar-2017,PC,Percentage,0,Units,,,7.117999999999999,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-04,Apr-2017,PC,Percentage,0,Units,,,7.165,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-05,May-2017,PC,Percentage,0,Units,,,7.115,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-06,Jun-2017,PC,Percentage,0,Units,,,6.584,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-07,Jul-2017,PC,Percentage,0,Units,,,6.55,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-08,Aug-2017,PC,Percentage,0,Units,,,6.6,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-09,Sep-2017,PC,Percentage,0,Units,,,6.724,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-10,Oct-2017,PC,Percentage,0,Units,,,6.945,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-11,Nov-2017,PC,Percentage,0,Units,,,7.1675,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2017-12,Dec-2017,PC,Percentage,0,Units,,,7.35,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2018-01,Jan-2018,PC,Percentage,0,Units,,,7.2175,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2018-02,Feb-2018,PC,Percentage,0,Units,,,7.57,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2018-03,Mar-2018,PC,Percentage,0,Units,,,7.608,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2018-04,Apr-2018,PC,Percentage,0,Units,,,7.5475,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2018-05,May-2018,PC,Percentage,0,Units,,,7.8475,,
IRLT,"Long-term interest rates, Per cent per annum",IND,India,M,Monthly,2018-06,Jun-2018,PC,Percentage,0,Units,,,7.936,,
